﻿KM,KM+M,lat,lon,H3_Res_8,H3_Res_9,H3_Res_10,H3_Res_11,location_name,marea,mcenter,memo
86,86+200.0,24.714063,120.9607,884ba01135fffff,894ba011353ffff,8a4ba0113537fff,8b4ba0113531fff,45(寶山五號隧道)**,行動北區營運處,新竹營運中心,
86,86+300.0,24.713545,120.9599,884ba01135fffff,894ba011227ffff,8a4ba011224ffff,8b4ba011224dfff,45(寶山五號隧道)**,行動北區營運處,新竹營運中心,延伸段
86,86+400.0,24.713019,120.9591,884ba01123fffff,894ba011227ffff,8a4ba011224ffff,8b4ba011224efff,45(寶山五號隧道)**,行動北區營運處,新竹營運中心,延伸段
86,86+500.0,24.712485,120.9583,884ba01123fffff,894ba011227ffff,8a4ba0112257fff,8b4ba0112242fff,45(寶山五號隧道)**,行動北區營運處,新竹營運中心,延伸段
86,86+600.0,24.711942,120.9575,884ba01123fffff,894ba011227ffff,8a4ba0112257fff,8b4ba0112252fff,45(新苗隧道)**,行動北區營運處,新竹營運中心,延伸段
86,86+700.0,24.711392,120.9568,884ba01123fffff,894ba01122fffff,8a4ba01122e7fff,8b4ba01122e4fff,45(新苗隧道)**,行動北區營運處,新竹營運中心,延伸段
86,86+800.0,24.710834,120.956,884ba01123fffff,894ba01122fffff,8a4ba011221ffff,8b4ba011221bfff,45(新苗隧道)**,行動北區營運處,新竹營運中心,
86,86+900.0,24.710268,120.9552,884ba01123fffff,894ba01122bffff,8a4ba01122affff,8b4ba01122abfff,45(新苗隧道)**,行動北區營運處,新竹營運中心,
87,87+000.0,24.709695,120.9545,884ba01123fffff,894ba01122bffff,8a4ba0112287fff,8b4ba0112285fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+100.0,24.709113,120.9537,884ba01123fffff,894ba01122bffff,8a4ba0112287fff,8b4ba0112286fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+200.0,24.708524,120.9529,884ba01127fffff,894ba01122bffff,8a4ba0112297fff,8b4ba0112296fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+300.0,24.707927,120.9522,884ba01127fffff,894ba011277ffff,8a4ba0112667fff,8b4ba0112664fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+400.0,24.707323,120.9515,884ba01127fffff,894ba011277ffff,8a4ba011275ffff,8b4ba011275afff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+500.0,24.706712,120.9507,884ba01127fffff,894ba011263ffff,8a4ba011262ffff,8b4ba0112628fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+600.0,24.706093,120.95,884ba01127fffff,894ba011263ffff,8a4ba0112607fff,8b4ba0112605fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+700.0,24.705467,120.9493,884ba01127fffff,894ba011263ffff,8a4ba0112607fff,8b4ba0112606fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+800.0,24.704833,120.9486,884ba01127fffff,894ba011263ffff,8a4ba0112617fff,8b4ba0112616fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
87,87+900.0,24.704193,120.9479,884ba01127fffff,894ba01127bffff,8a4ba01126a7fff,8b4ba01126a4fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
88,88+000.0,24.703545,120.9472,884ba01127fffff,894ba01127bffff,8a4ba011279ffff,8b4ba011279afff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
88,88+100.0,24.702891,120.9465,884ba01127fffff,894ba01a1b7ffff,8a4ba01a1b6ffff,8b4ba01a1b68fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
88,88+200.0,24.702229,120.9459,884ba01a1bfffff,894ba01a1b7ffff,8a4ba01a1b47fff,8b4ba01a1b41fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,
88,88+300.0,24.701561,120.9452,884ba01a1bfffff,894ba01a1b7ffff,8a4ba01a1b57fff,8b4ba01a1b55fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,延伸段
88,88+400.0,24.700887,120.9445,884ba01a1bfffff,894ba01a1b7ffff,8a4ba01a1b57fff,8b4ba01a1b56fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,延伸段
88,88+500.0,24.700205,120.9439,884ba01a1bfffff,894ba01a1a3ffff,8a4ba01a1a27fff,8b4ba01a1a20fff,46(新苗隧道)**,行動中區營運處,苗栗營運中心,延伸段
88,88+600.0,24.699517,120.9433,884ba01a1bfffff,894ba01a1a3ffff,8a4ba01a1a37fff,8b4ba01a1a34fff,46,行動中區營運處,苗栗營運中心,
88,88+700.0,24.698822,120.9426,884ba01a1bfffff,894ba01a1bbffff,8a4ba01a1b8ffff,8b4ba01a1b8dfff,46,行動中區營運處,苗栗營運中心,
88,88+800.0,24.698121,120.942,884ba01a1bfffff,894ba01a1bbffff,8a4ba01a1b8ffff,8b4ba01a1b8efff,46,行動中區營運處,苗栗營運中心,
88,88+900.0,24.697414,120.9414,884ba01a1bfffff,894ba01a1bbffff,8a4ba01a1b9ffff,8b4ba01a1b9efff,46,行動中區營運處,苗栗營運中心,
89,89+000.0,24.696701,120.9408,884ba01a1bfffff,894ba01a117ffff,8a4ba01a116ffff,8b4ba01a116cfff,47,行動中區營運處,苗栗營運中心,
89,89+100.0,24.695982,120.9402,884ba01a11fffff,894ba01a117ffff,8a4ba01a1147fff,8b4ba01a1163fff,47,行動中區營運處,苗栗營運中心,
89,89+200.0,24.695256,120.9396,884ba01a11fffff,894ba01a117ffff,8a4ba01a1177fff,8b4ba01a1173fff,47,行動中區營運處,苗栗營運中心,
89,89+300.0,24.694525,120.939,884ba01a11fffff,894ba01a117ffff,8a4ba01a1157fff,8b4ba01a1156fff,47,行動中區營運處,苗栗營運中心,
89,89+400.0,24.693788,120.9384,884ba01a11fffff,894ba01a103ffff,8a4ba01a1027fff,8b4ba01a1024fff,47,行動中區營運處,苗栗營運中心,
89,89+500.0,24.693045,120.9379,884ba01a11fffff,894ba01a103ffff,8a4ba01a1037fff,8b4ba01a1034fff,47,行動中區營運處,苗栗營運中心,
89,89+600.0,24.692296,120.9373,884ba01a11fffff,894ba01a11bffff,8a4ba01a118ffff,8b4ba01a118dfff,47,行動中區營運處,苗栗營運中心,
89,89+700.0,24.691542,120.9368,884ba01a11fffff,894ba01a11bffff,8a4ba01a118ffff,8b4ba01a118efff,47,行動中區營運處,苗栗營運中心,
89,89+800.0,24.690782,120.9363,884ba01a11fffff,894ba01a11bffff,8a4ba01a119ffff,8b4ba01a1198fff,47,行動中區營運處,苗栗營運中心,
89,89+815.7,24.690662,120.9362,884ba01a11fffff,894ba01a11bffff,8a4ba01a119ffff,8b4ba01a119efff,47,行動中區營運處,苗栗營運中心,
89,89+900.0,24.690017,120.9357,884ba01a11fffff,894ba01a157ffff,8a4ba01a156ffff,8b4ba01a1568fff,47,行動中區營運處,苗栗營運中心,
90,90+000.0,24.689248,120.9352,884ba01a15fffff,894ba01a157ffff,8a4ba01a1547fff,8b4ba01a1545fff,47,行動中區營運處,苗栗營運中心,
90,90+100.0,24.688475,120.9347,884ba01a15fffff,894ba01a157ffff,8a4ba01a1547fff,8b4ba01a1542fff,47,行動中區營運處,苗栗營運中心,
90,90+200.0,24.687702,120.9342,884ba01a15fffff,894ba01a157ffff,8a4ba01a1557fff,8b4ba01a1552fff,47,行動中區營運處,苗栗營運中心,
90,90+215.7,24.68758,120.9341,884ba01a15fffff,894ba01a157ffff,8a4ba01a1557fff,8b4ba01a1552fff,47,行動中區營運處,苗栗營運中心,
90,90+300.0,24.686928,120.9337,884ba01a15fffff,894ba01a143ffff,8a4ba01a1427fff,8b4ba01a1423fff,47,行動中區營運處,苗栗營運中心,
90,90+400.0,24.686154,120.9332,884ba01a15fffff,894ba01a143ffff,8a4ba01a1437fff,8b4ba01a1431fff,47,行動中區營運處,苗栗營運中心,
90,90+500.0,24.685381,120.9327,884ba01a15fffff,894ba01a143ffff,8a4ba01a1417fff,8b4ba01a1414fff,47,行動中區營運處,苗栗營運中心,
90,90+600.0,24.684607,120.9322,884ba01a15fffff,894ba01a14bffff,8a4ba01a14a7fff,8b4ba01a14a4fff,47,行動中區營運處,苗栗營運中心,
90,90+700.0,24.683833,120.9316,884ba01a15fffff,894ba01a14bffff,8a4ba01a14b7fff,8b4ba01a14b5fff,47,行動中區營運處,苗栗營運中心,
90,90+800.0,24.683059,120.9311,884ba01a15fffff,894ba01a14bffff,8a4ba01a14b7fff,8b4ba01a14b6fff,47,行動中區營運處,苗栗營運中心,
90,90+900.0,24.682285,120.9306,884ba01a39fffff,894ba01a397ffff,8a4ba01a394ffff,8b4ba01a3948fff,47,行動中區營運處,苗栗營運中心,
91,91+000.0,24.681511,120.9301,884ba01a39fffff,894ba01a397ffff,8a4ba01a395ffff,8b4ba01a3958fff,48,行動中區營運處,苗栗營運中心,
91,91+100.0,24.680737,120.9296,884ba01a39fffff,894ba01a383ffff,8a4ba01a382ffff,8b4ba01a3829fff,48,行動中區營運處,苗栗營運中心,
91,91+200.0,24.679963,120.9291,884ba01a39fffff,894ba01a383ffff,8a4ba01a382ffff,8b4ba01a382afff,48,行動中區營運處,苗栗營運中心,
91,91+300.0,24.67919,120.9286,884ba01a39fffff,894ba01a383ffff,8a4ba01a3807fff,8b4ba01a3803fff,48,行動中區營運處,苗栗營運中心,
91,91+400.0,24.678416,120.9281,884ba01a39fffff,894ba01a383ffff,8a4ba01a3817fff,8b4ba01a3813fff,48,行動中區營運處,苗栗營運中心,
91,91+500.0,24.677642,120.9276,884ba01a39fffff,894ba01a38bffff,8a4ba01a38affff,8b4ba01a38aefff,48,行動中區營運處,苗栗營運中心,
91,91+600.0,24.676868,120.9271,884ba01a39fffff,894ba01a38bffff,8a4ba01a3887fff,8b4ba01a3884fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,延伸段
91,91+700.0,24.676095,120.9266,884ba01a39fffff,894ba01a38bffff,8a4ba01a3897fff,8b4ba01a3894fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,延伸段
91,91+800.0,24.675321,120.926,884ba01a3dfffff,894ba01a3c7ffff,8a4ba01a3c67fff,8b4ba01a3c65fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,延伸段
91,91+900.0,24.674547,120.9255,884ba01a3dfffff,894ba01a3c7ffff,8a4ba01a3c67fff,8b4ba01a3c66fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+000.0,24.673773,120.925,884ba01a3dfffff,894ba01a3c7ffff,8a4ba01a3c77fff,8b4ba01a3c70fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+100.0,24.673,120.9245,884ba01a3dfffff,894ba01a3c3ffff,8a4ba01a3c0ffff,8b4ba01a3c08fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+200.0,24.672226,120.924,884ba01a3dfffff,894ba01a3c3ffff,8a4ba01a3c1ffff,8b4ba01a3c19fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+300.0,24.671452,120.9235,884ba01a3dfffff,894ba01a3c3ffff,8a4ba01a3c1ffff,8b4ba01a3c1afff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+400.0,24.670679,120.923,884ba01a3dfffff,894ba01a3cbffff,8a4ba01a3caffff,8b4ba01a3cabfff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+500.0,24.669905,120.9225,884ba01a3dfffff,894ba01a3cbffff,8a4ba01a3c87fff,8b4ba01a3c83fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+600.0,24.669131,120.922,884ba01a3dfffff,894ba01a3cbffff,8a4ba01a3c9ffff,8b4ba01a3c9efff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+700.0,24.668357,120.9215,884ba01a23fffff,894ba01a227ffff,8a4ba01a226ffff,8b4ba01a226cfff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+800.0,24.667584,120.921,884ba01a23fffff,894ba01a227ffff,8a4ba01a2247fff,8b4ba01a2245fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+900.0,24.66681,120.9204,884ba01a23fffff,894ba01a227ffff,8a4ba01a2257fff,8b4ba01a2255fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
92,92+960.4,24.666343,120.9201,884ba01a23fffff,894ba01a227ffff,8a4ba01a2257fff,8b4ba01a2250fff,48(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
93,93+000.0,24.666036,120.9199,884ba01a23fffff,894ba01a227ffff,8a4ba01a2257fff,8b4ba01a2252fff,49(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
93,93+100.0,24.665262,120.9194,884ba01a23fffff,894ba01a22fffff,8a4ba01a22e7fff,8b4ba01a22e0fff,49(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
93,93+200.0,24.66449,120.9189,884ba01a23fffff,894ba01a22fffff,8a4ba01a22f7fff,8b4ba01a22f0fff,49(頭份一號隧道)**,行動中區營運處,苗栗營運中心,
93,93+300.0,24.663722,120.9184,884ba01a23fffff,894ba01a22fffff,8a4ba01a228ffff,8b4ba01a2289fff,49(頭份一號隧道)**,行動中區營運處,苗栗營運中心,延伸段
93,93+360.4,24.66326,120.9181,884ba01a23fffff,894ba01a22bffff,8a4ba01a228ffff,8b4ba01a228bfff,49(頭份一號隧道)**,行動中區營運處,苗栗營運中心,延伸段
93,93+400.0,24.662958,120.9179,884ba01a23fffff,894ba01a22bffff,8a4ba01a228ffff,8b4ba0184924fff,49(頭份一號隧道)**,行動中區營運處,苗栗營運中心,延伸段
93,93+500.0,24.662199,120.9173,884ba01a23fffff,894ba018493ffff,8a4ba01a229ffff,8b4ba01a229bfff,49,行動中區營運處,苗栗營運中心,
93,93+600.0,24.661446,120.9168,884ba01a27fffff,894ba01a267ffff,8a4ba01a266ffff,8b4ba01a266bfff,49,行動中區營運處,苗栗營運中心,
93,93+700.0,24.660699,120.9162,884ba01a27fffff,894ba01a267ffff,8a4ba01a264ffff,8b4ba01a264efff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,延伸段
93,93+800.0,24.659957,120.9157,884ba01a27fffff,894ba01a267ffff,8a4ba01a265ffff,8b4ba01a265cfff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,延伸段
93,93+900.0,24.659221,120.9151,884ba01a27fffff,894ba01a26fffff,8a4ba01a26effff,8b4ba01a26ecfff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,延伸段
94,94+000.0,24.658491,120.9145,884ba01a27fffff,894ba01a26fffff,8a4ba01a26c7fff,8b4ba01a26e3fff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+100.0,24.657767,120.9139,884ba01a27fffff,894ba01a26fffff,8a4ba01a26c7fff,8b4ba01a26c6fff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+200.0,24.657049,120.9133,884ba01a27fffff,894ba01a26fffff,8a4ba01a26d7fff,8b4ba01a26d6fff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+300.0,24.656337,120.9127,884ba01a27fffff,894ba0184d3ffff,8a4ba0184d27fff,8b4ba0184d24fff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+400.0,24.655631,120.9121,884ba0184dfffff,894ba0184d3ffff,8a4ba0184d37fff,8b4ba01a269bfff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+500.0,24.654932,120.9115,884ba01b1bfffff,894ba01b1a7ffff,8a4ba01b1a6ffff,8b4ba01b1a6bfff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+600.0,24.654239,120.9108,884ba01b1bfffff,894ba01b1a7ffff,8a4ba01b1a47fff,8b4ba01b1a41fff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+700.0,24.653552,120.9102,884ba01b1bfffff,894ba01b1a7ffff,8a4ba01b1a5ffff,8b4ba01b1a5cfff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+800.0,24.652872,120.9096,884ba01b1bfffff,894ba01b1a7ffff,8a4ba01b1a57fff,8b4ba01b1a52fff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
94,94+900.0,24.652198,120.9089,884ba01b1bfffff,894ba01b1afffff,8a4ba01b1ae7fff,8b4ba01b1ae3fff,49(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+000.0,24.651531,120.9082,884ba01b1bfffff,894ba01b1afffff,8a4ba01b1af7fff,8b4ba01b1af1fff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+100.0,24.650872,120.9076,884ba01b1bfffff,894ba01b1abffff,8a4ba01b1a8ffff,8b4ba01b1a8dfff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+200.0,24.650219,120.9069,884ba01b1bfffff,894ba01b1abffff,8a4ba01b1a8ffff,8b4ba01b1a8efff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+300.0,24.649573,120.9062,884ba01b1bfffff,894ba01b1abffff,8a4ba01b1a9ffff,8b4ba01b1a9efff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+400.0,24.648934,120.9055,884ba01b11fffff,894ba01b107ffff,8a4ba01b106ffff,8b4ba01b106cfff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+500.0,24.648302,120.9048,884ba01b11fffff,894ba01b107ffff,8a4ba01b1067fff,8b4ba01b1063fff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+600.0,24.647677,120.9041,884ba01b11fffff,894ba01b107ffff,8a4ba01b1077fff,8b4ba01b1071fff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+700.0,24.64706,120.9033,884ba01b11fffff,894ba01b107ffff,8a4ba01b100ffff,8b4ba01b1009fff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+800.0,24.64645,120.9026,884ba01b11fffff,894ba01b103ffff,8a4ba01b100ffff,8b4ba01b100afff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
95,95+900.0,24.645847,120.9019,884ba01b11fffff,894ba01b103ffff,8a4ba01b101ffff,8b4ba01b101efff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
96,96+000.0,24.645252,120.9011,884ba01b11fffff,894ba01b10bffff,8a4ba01b10affff,8b4ba01b10acfff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,
96,96+100.0,24.644665,120.9004,884ba01b11fffff,894ba01b10bffff,8a4ba01b10a7fff,8b4ba01b10a3fff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,延伸段
96,96+200.0,24.644084,120.8996,884ba01b11fffff,894ba01b10bffff,8a4ba01b10b7fff,8b4ba01b10b0fff,50(頭份二號隧道)**,行動中區營運處,苗栗營運中心,延伸段
96,96+300.0,24.643512,120.8989,884ba01b15fffff,894ba01b157ffff,8a4ba01b154ffff,8b4ba01b154dfff,50(頭份四號隧道)**,行動中區營運處,苗栗營運中心,
96,96+400.0,24.642948,120.8981,884ba01b15fffff,894ba01b157ffff,8a4ba01b154ffff,8b4ba01b154efff,50(頭份四號隧道)**,行動中區營運處,苗栗營運中心,
96,96+500.0,24.642392,120.8973,884ba01b15fffff,894ba01b157ffff,8a4ba01b155ffff,8b4ba01b1551fff,50(頭份四號隧道)**,行動中區營運處,苗栗營運中心,
96,96+600.0,24.641843,120.8965,884ba01b15fffff,894ba01b157ffff,8a4ba01b1557fff,8b4ba01b1552fff,50(頭份四號隧道)**,行動中區營運處,苗栗營運中心,
96,96+700.0,24.641303,120.8957,884ba01b15fffff,894ba01b143ffff,8a4ba01b1427fff,8b4ba01b1420fff,50(頭份四號隧道)**,行動中區營運處,苗栗營運中心,
96,96+800.0,24.64077,120.8949,884ba01b15fffff,894ba01b143ffff,8a4ba01b1437fff,8b4ba01b1434fff,50(頭份四號隧道)**,行動中區營運處,苗栗營運中心,
96,96+900.0,24.640245,120.8941,884ba01b15fffff,894ba01b15bffff,8a4ba01b15affff,8b4ba01b15abfff,50(頭份四號隧道)**,行動中區營運處,苗栗營運中心,延伸段
97,97+000.0,24.639729,120.8933,884ba01b15fffff,894ba01b15bffff,8a4ba01b1587fff,8b4ba01b1585fff,51(頭份四號隧道)**,行動中區營運處,苗栗營運中心,延伸段
97,97+100.0,24.639221,120.8925,884ba01b15fffff,894ba01b15bffff,8a4ba01b1587fff,8b4ba01b1586fff,51(頭份四號隧道)**,行動中區營運處,苗栗營運中心,延伸段
97,97+200.0,24.638722,120.8917,884ba01b03fffff,894ba01b15bffff,8a4ba01b02cffff,8b4ba01b02c9fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,延伸段
97,97+300.0,24.63823,120.8909,884ba01b03fffff,894ba01b02fffff,8a4ba01b02cffff,8b4ba01b02cafff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,延伸段
97,97+400.0,24.637748,120.89,884ba01b03fffff,894ba01b02fffff,8a4ba01b02dffff,8b4ba01b02dcfff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,延伸段
97,97+500.0,24.637274,120.8892,884ba01b03fffff,894ba01b02fffff,8a4ba01b02d7fff,8b4ba01b02d2fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,
97,97+521.2,24.637174,120.889,884ba01b03fffff,894ba01b393ffff,8a4ba01b02d7fff,8b4ba01b02d2fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,
97,97+600.0,24.636807,120.8883,884ba01b03fffff,894ba01b393ffff,8a4ba01b3927fff,8b4ba01b3920fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,
97,97+700.0,24.63635,120.8875,884ba01b03fffff,894ba01b393ffff,8a4ba01b029ffff,8b4ba01b029bfff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,
97,97+800.0,24.635897,120.8866,884ba01b07fffff,894ba01b067ffff,8a4ba01b066ffff,8b4ba01b0668fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,
97,97+900.0,24.635446,120.8858,884ba01b07fffff,894ba01b067ffff,8a4ba01b0647fff,8b4ba01b0645fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,延伸段
97,97+921.2,24.63535,120.8856,884ba01b07fffff,894ba01b067ffff,8a4ba01b0647fff,8b4ba01b0645fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,延伸段
98,98+000.0,24.634995,120.8849,884ba01b07fffff,894ba01b067ffff,8a4ba01b0677fff,8b4ba01b0671fff,51(頭份五號隧道)**,行動中區營運處,苗栗營運中心,延伸段
98,98+100.0,24.634543,120.8841,884ba01b07fffff,894ba01b067ffff,8a4ba01b0677fff,8b4ba01b0672fff,51,行動中區營運處,苗栗營運中心,
98,98+200.0,24.634092,120.8832,884ba01b07fffff,894ba01b063ffff,8a4ba01b060ffff,8b4ba01b060efff,51,行動中區營運處,苗栗營運中心,
98,98+300.0,24.633642,120.8824,884ba01b07fffff,894ba01b063ffff,8a4ba01b0607fff,8b4ba01b0602fff,51,行動中區營運處,苗栗營運中心,
98,98+400.0,24.633191,120.8815,884ba01b07fffff,894ba01b063ffff,8a4ba01b0617fff,8b4ba01b0610fff,51,行動中區營運處,苗栗營運中心,
98,98+500.0,24.632739,120.8806,884ba01b07fffff,894ba01b07bffff,8a4ba01b078ffff,8b4ba01b078bfff,51,行動中區營運處,苗栗營運中心,
