﻿KM,KM+M,lat,lon,H3_Res_8,H3_Res_9,H3_Res_10,H3_Res_11,location_name,marea,mcenter,memo
177,177+600.0,24.005891,120.6076,884ba281d3fffff,894ba281d2bffff,8a4ba281d2b7fff,8b4ba281d2b4fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
177,177+700.0,24.004996,120.6077,884ba281d3fffff,894ba281d2bffff,8a4ba281d2b7fff,8b4ba281d2b2fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
177,177+800.0,24.004101,120.6078,884ba281d7fffff,894ba281d67ffff,8a4ba281d297fff,8b4ba281d665fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
177,177+900.0,24.003206,120.608,884ba281d7fffff,894ba281d67ffff,8a4ba281d667fff,8b4ba281d663fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+000.0,24.002311,120.6081,884ba281d7fffff,894ba281d67ffff,8a4ba281d647fff,8b4ba281d643fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+100.0,24.001416,120.6082,884ba281d7fffff,894ba281d67ffff,8a4ba281d65ffff,8b4ba281d65afff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+200.0,24.000521,120.6084,884ba281d7fffff,894ba281d6fffff,8a4ba28199b7fff,8b4ba28199b6fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+300.0,23.999626,120.6085,884ba281d7fffff,894ba281d6fffff,8a4ba281d6cffff,8b4ba281d6c9fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+400.0,23.998732,120.6086,884ba2819dfffff,894ba2819d7ffff,8a4ba2819d67fff,8b4ba2819d60fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+500.0,23.997837,120.6088,884ba2819dfffff,894ba2819d7ffff,8a4ba2819d47fff,8b4ba2819d44fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+600.0,23.996942,120.6089,884ba2819dfffff,894ba2819d7ffff,8a4ba2819d5ffff,8b4ba2819d51fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+700.0,23.996047,120.609,884ba2819dfffff,894ba2819c3ffff,8a4ba2819c2ffff,8b4ba2819c29fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+800.0,23.995152,120.6092,884ba2819dfffff,894ba2819c3ffff,8a4ba2819c0ffff,8b4ba2819c0dfff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
178,178+900.0,23.994258,120.6093,884ba2819dfffff,894ba2819c3ffff,8a4ba2819c0ffff,8b4ba2819ce4fff,91(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+000.0,23.993362,120.6094,884ba2819dfffff,894ba2819cfffff,8a4ba2819ce7fff,8b4ba2819ce2fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+100.0,23.992468,120.6095,884ba2819dfffff,894ba2819cfffff,8a4ba2819cc7fff,8b4ba2819cd5fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+200.0,23.991573,120.6097,884ba2819dfffff,894ba2819cfffff,8a4ba2819cd7fff,8b4ba2819cd3fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+300.0,23.990678,120.6098,884ba28195fffff,894ba281953ffff,8a4ba281952ffff,8b4ba2819528fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+400.0,23.989783,120.6099,884ba28195fffff,894ba281953ffff,8a4ba281950ffff,8b4ba281950efff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+500.0,23.988888,120.6101,884ba28195fffff,894ba281943ffff,8a4ba2819427fff,8b4ba2819426fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+600.0,23.987994,120.6102,884ba28195fffff,894ba281943ffff,8a4ba2819437fff,8b4ba2819431fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+700.0,23.987098,120.6103,884ba28195fffff,894ba281943ffff,8a4ba2819417fff,8b4ba2819410fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+800.0,23.986204,120.6105,884ba28195fffff,894ba28194bffff,8a4ba28194affff,8b4ba28194acfff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
179,179+900.0,23.985308,120.6106,884ba28195fffff,894ba28194bffff,8a4ba2819487fff,8b4ba2819481fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
180,180+000.0,23.984414,120.6107,884ba28195fffff,894ba28194bffff,8a4ba281949ffff,8b4ba281949dfff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
180,180+100.0,23.983519,120.6109,884ba281bbfffff,894ba281bb3ffff,8a4ba281bb37fff,8b4ba281bb35fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
180,180+200.0,23.982624,120.611,884ba281bbfffff,894ba281bb3ffff,8a4ba281bb37fff,8b4ba281bb32fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
180,180+300.0,23.98173,120.6111,884ba281bbfffff,894ba281bb3ffff,8a4ba281bb17fff,8b4ba281bb12fff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,
180,180+400.0,23.980834,120.6113,884ba281bbfffff,894ba281bbbffff,8a4ba281bbaffff,8b4ba281bbaefff,92(八卦山隧道)**,行動中區營運處,彰化營運中心,南口
180,180+500.0,23.97994,120.6114,884ba281bbfffff,894ba281bbbffff,8a4ba281bb87fff,8b4ba281bb83fff,92(員林一號隧道)**,行動中區營運處,彰化營運中心,
180,180+600.0,23.979044,120.6115,884ba281bbfffff,894ba281bbbffff,8a4ba281bb9ffff,8b4ba281bb98fff,92(員林一號隧道)**,行動中區營運處,彰化營運中心,
180,180+700.0,23.97815,120.6116,884ba281bbfffff,894ba281babffff,8a4ba281bab7fff,8b4ba281bab6fff,92(員林一號隧道)**,行動中區營運處,彰化營運中心,
180,180+762.7,23.977588,120.6117,884ba281b1fffff,894ba281babffff,8a4ba281b14ffff,8b4ba281bab2fff,92(員林一號隧道)**,行動中區營運處,彰化營運中心,
180,180+800.0,23.977255,120.6118,884ba281b1fffff,894ba281babffff,8a4ba281b14ffff,8b4ba281b149fff,92(員林一號隧道)**,行動中區營運處,彰化營運中心,
180,180+900.0,23.97636,120.6119,884ba281b1fffff,894ba281b07ffff,8a4ba281b067fff,8b4ba281b061fff,92(員林一號隧道)**,行動中區營運處,彰化營運中心,
181,181+000.0,23.975465,120.612,884ba281b1fffff,894ba281b07ffff,8a4ba281b047fff,8b4ba281b040fff,93(員林一號隧道)**,行動中區營運處,彰化營運中心,延伸段
181,181+012.7,23.975351,120.612,884ba281b1fffff,894ba281b07ffff,8a4ba281b047fff,8b4ba281b040fff,93(員林一號隧道)**,行動中區營運處,彰化營運中心,延伸段
181,181+100.0,23.974568,120.6122,884ba281b1fffff,894ba281b07ffff,8a4ba281b05ffff,8b4ba281b05cfff,93(員林二號隧道)**,行動中區營運處,彰化營運中心,
181,181+200.0,23.973672,120.6123,884ba281b1fffff,894ba281b0fffff,8a4ba281b0effff,8b4ba281b0e9fff,93(員林二號隧道)**,行動中區營運處,彰化營運中心,
181,181+300.0,23.972774,120.6124,884ba281b1fffff,894ba281b0fffff,8a4ba281b0cffff,8b4ba281b0cdfff,93(員林二號隧道)**,行動中區營運處,彰化營運中心,
181,181+400.0,23.971876,120.6125,884ba281b1fffff,894ba281b0fffff,8a4ba281b0cffff,8b4ba281b0cbfff,93(員林二號隧道)**,行動中區營運處,彰化營運中心,延伸段
181,181+500.0,23.970977,120.6126,884ba281b7fffff,894ba281b77ffff,8a4ba281b767fff,8b4ba281b762fff,93(員林二號隧道)**,行動中區營運處,彰化營運中心,延伸段
181,181+600.0,23.970078,120.6127,884ba281b7fffff,894ba281b77ffff,8a4ba281b747fff,8b4ba281b746fff,93(員林二號隧道)**,行動中區營運處,彰化營運中心,延伸段
181,181+668.0,23.969466,120.6127,884ba281b7fffff,894ba281b77ffff,8a4ba281b757fff,8b4ba281b751fff,93,行動中區營運處,彰化營運中心,
181,181+700.0,23.969178,120.6127,884ba281b7fffff,894ba281b77ffff,8a4ba281b757fff,8b4ba281b753fff,93,行動中區營運處,彰化營運中心,
181,181+800.0,23.968278,120.6128,884ba281b7fffff,894ba281b63ffff,8a4ba281b62ffff,8b4ba281b628fff,93,行動中區營運處,彰化營運中心,
181,181+900.0,23.967377,120.6129,884ba281b7fffff,894ba281b63ffff,8a4ba281b60ffff,8b4ba281b60efff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,延伸段
181,181+918.0,23.967215,120.6129,884ba281b7fffff,894ba281b63ffff,8a4ba281b60ffff,8b4ba281b60efff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+000.0,23.966477,120.613,884ba281b7fffff,894ba281b63ffff,8a4ba281b61ffff,8b4ba281b619fff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+100.0,23.965576,120.613,884ba281b7fffff,894ba281b6fffff,8a4ba281b6f7fff,8b4ba281b6f0fff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,
182,182+200.0,23.964676,120.6131,884ba281b7fffff,894ba281b6fffff,8a4ba281b6d7fff,8b4ba281b6d4fff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,
182,182+300.0,23.963775,120.6132,884ba28f5dfffff,894ba28f5d3ffff,8a4ba28f5d27fff,8b4ba28f5d21fff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+400.0,23.962875,120.6132,884ba28f5dfffff,894ba28f5d3ffff,8a4ba28f5d07fff,8b4ba28f5d05fff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+500.0,23.961974,120.6133,884ba28f5dfffff,894ba28f5d3ffff,8a4ba28f5d1ffff,8b4ba28f5d1cfff,93(員林三號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+600.0,23.961074,120.6134,884ba28f5dfffff,894ba28f5d3ffff,8a4ba28f5d1ffff,8b4ba28f5d1afff,93(員林四號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+700.0,23.960173,120.6135,884ba28f5dfffff,894ba28f5dbffff,8a4ba28f5d8ffff,8b4ba28f5d8dfff,93(員林四號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+800.0,23.959273,120.6135,884ba28f5dfffff,894ba28f5dbffff,8a4ba28f5d8ffff,8b4ba28f5d8bfff,93(員林四號隧道)**,行動中區營運處,彰化營運中心,延伸段
182,182+900.0,23.958372,120.6136,884ba28f5dfffff,894ba28f5cbffff,8a4ba28f5ca7fff,8b4ba28f5ca2fff,93(員林四號隧道)**,行動中區營運處,彰化營運中心,
183,183+000.0,23.957472,120.6137,884ba28f5dfffff,894ba28f5cbffff,8a4ba28f5c87fff,8b4ba28f5c86fff,94(員林四號隧道)**,行動中區營運處,彰化營運中心,
183,183+100.0,23.956571,120.6138,884ba28f43fffff,894ba28f5cbffff,8a4ba28f5c97fff,8b4ba28f5c93fff,94(員林四號隧道)**,行動中區營運處,彰化營運中心,
183,183+200.0,23.955671,120.6138,884ba28f43fffff,894ba28f427ffff,8a4ba28f426ffff,8b4ba28f4268fff,94(員林四號隧道)**,行動中區營運處,彰化營運中心,
183,183+300.0,23.95477,120.6139,884ba28f43fffff,894ba28f427ffff,8a4ba28f424ffff,8b4ba28f424efff,94(員林四號隧道)**,行動中區營運處,彰化營運中心,延伸段
183,183+400.0,23.95387,120.614,884ba28f43fffff,894ba28f427ffff,8a4ba28f425ffff,8b4ba28f4259fff,94(員林四號隧道)**,行動中區營運處,彰化營運中心,延伸段
183,183+500.0,23.952969,120.614,884ba28f55fffff,894ba28f55bffff,8a4ba28f55b7fff,8b4ba28f55b0fff,94(員林四號隧道)**,行動中區營運處,彰化營運中心,延伸段
183,183+600.0,23.952069,120.6141,884ba28f55fffff,894ba28f55bffff,8a4ba28f5597fff,8b4ba28f5594fff,94,行動中區營運處,彰化營運中心,
183,183+700.0,23.951168,120.6142,884ba28f09fffff,894ba28f097ffff,8a4ba28f0967fff,8b4ba28f0961fff,94,行動中區營運處,彰化營運中心,
183,183+800.0,23.950268,120.6143,884ba28f09fffff,894ba28f097ffff,8a4ba28f0947fff,8b4ba28f0945fff,94,行動中區營運處,彰化營運中心,
183,183+900.0,23.949367,120.6143,884ba28f09fffff,894ba28f097ffff,8a4ba28f095ffff,8b4ba28f095cfff,94,行動中區營運處,彰化營運中心,
184,184+000.0,23.948467,120.6144,884ba28f09fffff,894ba28f097ffff,8a4ba28f095ffff,8b4ba28f095afff,94,行動中區營運處,彰化營運中心,
184,184+100.0,23.947566,120.6145,884ba28f09fffff,894ba28f083ffff,8a4ba28f080ffff,8b4ba28f080dfff,94,行動中區營運處,彰化營運中心,
184,184+200.0,23.946666,120.6145,884ba28f09fffff,894ba28f083ffff,8a4ba28f080ffff,8b4ba28f080bfff,94,行動中區營運處,彰化營運中心,
184,184+300.0,23.945765,120.6146,884ba28f09fffff,894ba28f08fffff,8a4ba28f08e7fff,8b4ba28f08e2fff,94,行動中區營運處,彰化營運中心,
184,184+400.0,23.944865,120.6147,884ba28f09fffff,894ba28f08fffff,8a4ba28f08c7fff,8b4ba28f08c6fff,94,行動中區營運處,彰化營運中心,
184,184+500.0,23.943964,120.6148,884ba28f09fffff,894ba28f08fffff,8a4ba28f08d7fff,8b4ba28f08d3fff,94,行動中區營運處,彰化營運中心,
184,184+600.0,23.943064,120.6148,884ba28f01fffff,894ba28f013ffff,8a4ba28f012ffff,8b4ba28f0128fff,94,行動中區營運處,彰化營運中心,
184,184+700.0,23.942163,120.6149,884ba28f01fffff,894ba28f013ffff,8a4ba28f010ffff,8b4ba28f010efff,94,行動中區營運處,彰化營運中心,
184,184+800.0,23.941263,120.615,884ba28f01fffff,894ba28f013ffff,8a4ba28f011ffff,8b4ba28f0119fff,94,行動中區營運處,彰化營運中心,
184,184+900.0,23.940362,120.6151,884ba28f01fffff,894ba28f003ffff,8a4ba28f0037fff,8b4ba28f0030fff,94,行動中區營運處,彰化營運中心,
185,185+000.0,23.939462,120.6151,884ba28f01fffff,894ba28f003ffff,8a4ba28f0017fff,8b4ba28f0014fff,95,行動中區營運處,彰化營運中心,
185,185+100.0,23.938561,120.6152,884ba28f01fffff,894ba28f00bffff,8a4ba28f00a7fff,8b4ba28f00a1fff,95,行動中區營運處,彰化營運中心,
185,185+157.8,23.938041,120.6152,884ba28f01fffff,894ba28f00bffff,8a4ba28f00a7fff,8b4ba28f00a3fff,95,行動中區營運處,彰化營運中心,
185,185+200.0,23.937661,120.6153,884ba28f01fffff,894ba28f00bffff,8a4ba28f0087fff,8b4ba28f0085fff,95,行動中區營運處,彰化營運中心,
185,185+300.0,23.93676,120.6153,884ba28f01fffff,894ba28f00bffff,8a4ba28f009ffff,8b4ba28f009cfff,95,行動中區營運處,彰化營運中心,
185,185+400.0,23.935859,120.6154,884ba28f01fffff,894ba28f00bffff,8a4ba28f009ffff,8b4ba28f009afff,95,行動中區營運處,彰化營運中心,
185,185+500.0,23.934958,120.6155,884ba28f07fffff,894ba28f047ffff,8a4ba28f044ffff,8b4ba28f044dfff,95,行動中區營運處,彰化營運中心,
185,185+600.0,23.934057,120.6155,884ba28f07fffff,894ba28f047ffff,8a4ba28f044ffff,8b4ba28f044bfff,95,行動中區營運處,彰化營運中心,
185,185+700.0,23.933154,120.6156,884ba28f07fffff,894ba28f07bffff,8a4ba28f07a7fff,8b4ba28f07a2fff,95,行動中區營運處,彰化營運中心,
185,185+707.8,23.933085,120.6156,884ba28f07fffff,894ba28f07bffff,8a4ba28f07a7fff,8b4ba28f07a2fff,95,行動中區營運處,彰化營運中心,
185,185+800.0,23.932252,120.6156,884ba28f07fffff,894ba28f07bffff,8a4ba28f07b7fff,8b4ba28f0786fff,95,行動中區營運處,彰化營運中心,
185,185+900.0,23.931349,120.6156,884ba28f07fffff,894ba28f07bffff,8a4ba28f0797fff,8b4ba28f0790fff,95,行動中區營運處,彰化營運中心,
186,186+000.0,23.930446,120.6156,884ba28f2bfffff,894ba28f2b7ffff,8a4ba28f2b6ffff,8b4ba28f2b6efff,95,行動中區營運處,彰化營運中心,
186,186+100.0,23.929543,120.6156,884ba28f2bfffff,894ba28f2b7ffff,8a4ba28f2b47fff,8b4ba28f2b41fff,95,行動中區營運處,彰化營運中心,
186,186+200.0,23.928641,120.6155,884ba28f2bfffff,894ba28f2b7ffff,8a4ba28f2b5ffff,8b4ba28f2b58fff,95,行動中區營運處,彰化營運中心,
186,186+300.0,23.927739,120.6155,884ba28f2bfffff,894ba28f2a3ffff,8a4ba28f2a77fff,8b4ba28f2a29fff,95,行動中區營運處,彰化營運中心,
186,186+400.0,23.926838,120.6154,884ba28f2bfffff,894ba28f2a3ffff,8a4ba28f2a0ffff,8b4ba28f2a0dfff,95,行動中區營運處,彰化營運中心,
186,186+500.0,23.925938,120.6154,884ba28f2bfffff,894ba28f2a3ffff,8a4ba28f2ae7fff,8b4ba28f2ae4fff,95,行動中區營運處,彰化營運中心,
186,186+600.0,23.925039,120.6153,884ba28f2bfffff,894ba28f2afffff,8a4ba28f2af7fff,8b4ba28f2af5fff,95,行動中區營運處,彰化營運中心,
186,186+700.0,23.924142,120.6152,884ba28f2bfffff,894ba28f2afffff,8a4ba28f2ad7fff,8b4ba28f2ad4fff,95,行動中區營運處,彰化營運中心,
186,186+800.0,23.923246,120.615,884ba28f2bfffff,894ba28f233ffff,8a4ba28f2327fff,8b4ba28f2325fff,95,行動中區營運處,彰化營運中心,
186,186+900.0,23.922351,120.6149,884ba28f23fffff,894ba28f233ffff,8a4ba28f2327fff,8b4ba28f2323fff,95,行動中區營運處,彰化營運中心,
187,187+000.0,23.921459,120.6147,884ba28f23fffff,894ba28f233ffff,8a4ba28f2307fff,8b4ba28f2306fff,96,行動中區營運處,彰化營運中心,
187,187+100.0,23.920569,120.6146,884ba28f23fffff,894ba28f233ffff,8a4ba28f2317fff,8b4ba28f2313fff,96,行動中區營運處,彰化營運中心,
187,187+200.0,23.919681,120.6144,884ba28f23fffff,894ba28f23bffff,8a4ba28f23affff,8b4ba28f23aefff,96,行動中區營運處,彰化營運中心,
187,187+300.0,23.918796,120.6142,884ba28f23fffff,894ba28f23bffff,8a4ba28f2387fff,8b4ba28f2380fff,96,行動中區營運處,彰化營運中心,
187,187+400.0,23.917914,120.614,884ba28f23fffff,894ba28f23bffff,8a4ba28f239ffff,8b4ba28f239efff,96,行動中區營運處,彰化營運中心,
187,187+500.0,23.917035,120.6138,884ba28f23fffff,894ba28f277ffff,8a4ba28f276ffff,8b4ba28f2768fff,96,行動中區營運處,彰化營運中心,
187,187+600.0,23.916158,120.6135,884ba28f27fffff,894ba28f277ffff,8a4ba28f2747fff,8b4ba28f2741fff,96,行動中區營運處,彰化營運中心,
187,187+700.0,23.915285,120.6133,884ba28f27fffff,894ba28f277ffff,8a4ba28f275ffff,8b4ba28f275cfff,96,行動中區營運處,彰化營運中心,
187,187+800.0,23.914416,120.613,884ba28f27fffff,894ba28f263ffff,8a4ba28f262ffff,8b4ba28f262dfff,96,行動中區營運處,彰化營運中心,
187,187+900.0,23.91355,120.6127,884ba28f27fffff,894ba28f263ffff,8a4ba28f262ffff,8b4ba28f260cfff,96,行動中區營運處,彰化營運中心,
188,188+000.0,23.912689,120.6124,884ba28f27fffff,894ba28f263ffff,8a4ba28f261ffff,8b4ba28f261dfff,96,行動中區營運處,彰化營運中心,
188,188+100.0,23.911831,120.6121,884ba28f27fffff,894ba28f263ffff,8a4ba28f261ffff,8b4ba28f261afff,96,行動中區營運處,彰化營運中心,
188,188+200.0,23.910979,120.6118,884ba28f27fffff,894ba28f26bffff,8a4ba28f26affff,8b4ba28f26abfff,96,行動中區營運處,彰化營運中心,
188,188+300.0,23.91013,120.6115,884ba28f27fffff,894ba28f26bffff,8a4ba28f268ffff,8b4ba28f268efff,96,行動中區營運處,彰化營運中心,
188,188+400.0,23.909286,120.6111,884ba28f27fffff,894ba28f26bffff,8a4ba28f269ffff,8b4ba28f2698fff,96,行動中區營運處,彰化營運中心,
188,188+500.0,23.908447,120.6108,884ba2889bfffff,894ba2889a7ffff,8a4ba2889a6ffff,8b4ba2889a68fff,96,行動中區營運處,彰化營運中心,
188,188+600.0,23.907614,120.6104,884ba2889bfffff,894ba2889a7ffff,8a4ba2889a47fff,8b4ba2889a41fff,96,行動中區營運處,彰化營運中心,
188,188+700.0,23.906786,120.61,884ba2889bfffff,894ba2889a7ffff,8a4ba2889a5ffff,8b4ba2889a5cfff,96,行動中區營運處,彰化營運中心,
188,188+800.0,23.905962,120.6096,884ba2889bfffff,894ba2889a7ffff,8a4ba2889aeffff,8b4ba2889aedfff,96,行動中區營運處,彰化營運中心,
188,188+900.0,23.905146,120.6092,884ba2889bfffff,894ba2889afffff,8a4ba2889aeffff,8b4ba2889aeafff,96,行動中區營運處,彰化營運中心,
189,189+000.0,23.904334,120.6087,884ba2889bfffff,894ba2889afffff,8a4ba2889ac7fff,8b4ba2889ac0fff,97,行動中區營運處,彰化營運中心,
189,189+100.0,23.903528,120.6083,884ba2889bfffff,894ba2889afffff,8a4ba2889ad7fff,8b4ba2889ad3fff,97,行動中區營運處,彰化營運中心,
189,189+200.0,23.90273,120.6078,884ba28893fffff,894ba288933ffff,8a4ba288932ffff,8b4ba2889321fff,97,行動中區營運處,彰化營運中心,
189,189+300.0,23.901937,120.6074,884ba28893fffff,894ba288933ffff,8a4ba2889307fff,8b4ba2889304fff,97,行動中區營運處,彰化營運中心,
189,189+400.0,23.90115,120.6069,884ba28893fffff,894ba288933ffff,8a4ba2889317fff,8b4ba2889315fff,97,行動中區營運處,彰化營運中心,
189,189+500.0,23.900371,120.6064,884ba28893fffff,894ba28893bffff,8a4ba2889317fff,8b4ba28893a5fff,97,行動中區營運處,彰化營運中心,
189,189+600.0,23.899598,120.6059,884ba28893fffff,894ba28893bffff,8a4ba28893a7fff,8b4ba28893a6fff,97,行動中區營運處,彰化營運中心,
189,189+700.0,23.898833,120.6054,884ba28893fffff,894ba28893bffff,8a4ba28893b7fff,8b4ba28893b0fff,97,行動中區營運處,彰化營運中心,
189,189+800.0,23.898074,120.6048,884ba28891fffff,894ba28890fffff,8a4ba28890cffff,8b4ba28890c9fff,97,行動中區營運處,彰化營運中心,
189,189+900.0,23.897324,120.6043,884ba28891fffff,894ba28890fffff,8a4ba28890dffff,8b4ba28890cafff,97,行動中區營運處,彰化營運中心,
190,190+000.0,23.89658,120.6037,884ba28897fffff,894ba28890fffff,8a4ba28890dffff,8b4ba28890dafff,97,行動中區營運處,彰化營運中心,
190,190+100.0,23.895845,120.6032,884ba28897fffff,894ba288973ffff,8a4ba288972ffff,8b4ba2889728fff,97,行動中區營運處,彰化營運中心,
190,190+200.0,23.895118,120.6026,884ba28897fffff,894ba288973ffff,8a4ba2889707fff,8b4ba2889701fff,97,行動中區營運處,彰化營運中心,
190,190+300.0,23.894398,120.602,884ba28897fffff,894ba288973ffff,8a4ba2889717fff,8b4ba2889711fff,97,行動中區營運處,彰化營運中心,
190,190+400.0,23.893687,120.6014,884ba28897fffff,894ba28897bffff,8a4ba2889717fff,8b4ba2889712fff,97,行動中區營運處,彰化營運中心,
190,190+500.0,23.892984,120.6008,884ba28897fffff,894ba28897bffff,8a4ba28897a7fff,8b4ba28897a2fff,97,行動中區營運處,彰化營運中心,
190,190+600.0,23.892291,120.6001,884ba28897fffff,894ba28897bffff,8a4ba28897b7fff,8b4ba28897b0fff,97,行動中區營運處,彰化營運中心,
190,190+700.0,23.891605,120.5995,884ba28895fffff,894ba28894fffff,8a4ba28894cffff,8b4ba28894cdfff,97,行動中區營運處,彰化營運中心,
190,190+800.0,23.890928,120.5988,884ba28895fffff,894ba28894fffff,8a4ba28894cffff,8b4ba28894ddfff,97,行動中區營運處,彰化營運中心,
190,190+900.0,23.890261,120.5982,884ba28895fffff,894ba28894fffff,8a4ba28894dffff,8b4ba28894defff,97,行動中區營運處,彰化營運中心,
191,191+000.0,23.889603,120.5975,884ba288bbfffff,894ba288bb3ffff,8a4ba288bb2ffff,8b4ba288bb2cfff,98,行動中區營運處,彰化營運中心,
191,191+100.0,23.888954,120.5968,884ba288bbfffff,894ba288bb3ffff,8a4ba288bb07fff,8b4ba288bb04fff,98,行動中區營運處,彰化營運中心,
191,191+200.0,23.888314,120.5961,884ba288bbfffff,894ba288bb3ffff,8a4ba288bb37fff,8b4ba288bb33fff,98,行動中區營運處,彰化營運中心,
191,191+300.0,23.887685,120.5954,884ba288bbfffff,894ba288b87ffff,8a4ba288b84ffff,8b4ba288b849fff,98,行動中區營運處,彰化營運中心,
191,191+400.0,23.887065,120.5947,884ba288b9fffff,894ba288b87ffff,8a4ba288b85ffff,8b4ba288b84afff,98,行動中區營運處,彰化營運中心,
191,191+500.0,23.886454,120.594,884ba288b9fffff,894ba288b87ffff,8a4ba288b85ffff,8b4ba288b85efff,98,行動中區營運處,彰化營運中心,
191,191+600.0,23.885854,120.5933,884ba288b9fffff,894ba288b8fffff,8a4ba288b8effff,8b4ba288b8ecfff,98,行動中區營運處,彰化營運中心,
191,191+700.0,23.885265,120.5925,884ba288b9fffff,894ba288b8fffff,8a4ba288b8c7fff,8b4ba288b8c4fff,98,行動中區營運處,彰化營運中心,
191,191+800.0,23.884685,120.5918,884ba288b9fffff,894ba288b8fffff,8a4ba288b8f7fff,8b4ba288b8f3fff,98,行動中區營運處,彰化營運中心,
191,191+900.0,23.884116,120.591,884ba288b9fffff,894ba288b8bffff,8a4ba288b88ffff,8b4ba288b889fff,98,行動中區營運處,彰化營運中心,
192,192+000.0,23.883557,120.5902,884ba288b9fffff,894ba288b8bffff,8a4ba288b88ffff,8b4ba288b89dfff,98,行動中區營運處,彰化營運中心,
192,192+100.0,23.88301,120.5895,884ba288b9fffff,894ba288b8bffff,8a4ba288b89ffff,8b4ba288b89efff,98,行動中區營運處,彰化營運中心,
192,192+200.0,23.882472,120.5887,884ba288bdfffff,894ba288bc7ffff,8a4ba288b897fff,8b4ba288b892fff,98,行動中區營運處,彰化營運中心,
192,192+212.4,23.882406,120.5886,884ba288bdfffff,894ba288bc7ffff,8a4ba288bc67fff,8b4ba288b892fff,98,行動中區營運處,彰化營運中心,
192,192+300.0,23.881947,120.5879,884ba288bdfffff,894ba288bc7ffff,8a4ba288bc67fff,8b4ba288bc60fff,98,行動中區營運處,彰化營運中心,
192,192+400.0,23.881431,120.5871,884ba288bdfffff,894ba288bc7ffff,8a4ba288bc77fff,8b4ba288bc74fff,98,行動中區營運處,彰化營運中心,
192,192+500.0,23.880923,120.5862,884ba288bdfffff,894ba288bc3ffff,8a4ba288bc2ffff,8b4ba288bc2bfff,98,行動中區營運處,彰化營運中心,
192,192+600.0,23.88042,120.5854,884ba288bdfffff,894ba288bc3ffff,8a4ba288bc07fff,8b4ba288bc00fff,98,行動中區營運處,彰化營運中心,
192,192+700.0,23.879921,120.5846,884ba288bdfffff,894ba288bc3ffff,8a4ba288bc17fff,8b4ba288bc15fff,98,行動中區營運處,彰化營運中心,
192,192+762.4,23.879609,120.5841,884ba288bdfffff,894ba288bc3ffff,8a4ba288bc17fff,8b4ba288bc14fff,98,行動中區營運處,彰化營運中心,
192,192+800.0,23.879421,120.5838,884ba288bdfffff,894ba288bc3ffff,8a4ba288bd8ffff,8b4ba288bd89fff,98,行動中區營運處,彰化營運中心,
192,192+900.0,23.878921,120.583,884ba288bdfffff,894ba288bdbffff,8a4ba288bd8ffff,8b4ba288bd8afff,98,行動中區營運處,彰化營運中心,
193,193+000.0,23.878421,120.5822,884ba288bdfffff,894ba288bdbffff,8a4ba288bd9ffff,8b4ba288bd9efff,99,行動中區營運處,彰化營運中心,
